,Condition,genes,Method,replicate,Step,time_s,mem_gb
271,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,36,Dating,14.4,0.03138
272,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,37,Branch length estimation,2.23,0.053876
273,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,37,Dating,14.84,0.034288
274,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,38,Branch length estimation,3.88,0.053876
275,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,38,Dating,17.4,0.030496
276,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,39,Branch length estimation,2.5,0.05388
277,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,39,Dating,16.82,0.032744
278,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,40,Branch length estimation,3.28,0.053884
279,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,40,Dating,16.26,0.031648
280,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,41,Branch length estimation,2.9,0.05388
281,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,41,Dating,17.28,0.032204
282,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,42,Branch length estimation,3.37,0.053884
283,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,42,Dating,14.63,0.032968
284,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,43,Branch length estimation,2.97,0.05388
285,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,43,Dating,15.32,0.030396
286,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,44,Branch length estimation,2.68,0.053884
287,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,44,Dating,15.57,0.031456
288,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,45,Branch length estimation,3.54,0.053868
289,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,45,Dating,13.83,0.029868
290,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,46,Branch length estimation,3.48,0.053912
291,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,46,Dating,15.01,0.030436
292,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,47,Branch length estimation,2.63,0.053884
293,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,47,Dating,15.78,0.034484
294,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,48,Branch length estimation,2.32,0.05388
295,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,48,Dating,12.7,0.031196
296,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,49,Branch length estimation,3.54,0.053876
297,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,49,Dating,23.72,0.034188
298,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,50,Branch length estimation,3.75,0.053884
299,fasttree_genetrees_1600_non,200,TreePL+CASTLES-Pro,50,Dating,16.19,0.03248
300,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,1,Branch length estimation,0.61,0.014808
301,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,1,Dating,18.47,0.030856
302,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,2,Branch length estimation,0.54,0.014812
303,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,2,Dating,16.01,0.030856
304,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,3,Branch length estimation,0.63,0.014808
305,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,3,Dating,16.22,0.030924
306,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,4,Branch length estimation,0.61,0.01508
307,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,4,Dating,16.04,0.032704
308,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,5,Branch length estimation,0.61,0.014812
309,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,5,Dating,16.23,0.031452
310,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,6,Branch length estimation,0.55,0.014808
311,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,6,Dating,14.69,0.03066
312,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,7,Branch length estimation,0.61,0.01488
313,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,7,Dating,16.41,0.032188
314,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,8,Branch length estimation,0.69,0.014812
315,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,8,Dating,16.17,0.034216
316,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,9,Branch length estimation,0.56,0.014812
317,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,9,Dating,15.09,0.031176
318,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,10,Branch length estimation,0.62,0.014884
319,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,10,Dating,16.15,0.034328
320,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,11,Branch length estimation,0.61,0.014812
321,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,11,Dating,14.46,0.032176
322,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,12,Branch length estimation,0.59,0.014812
323,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,12,Dating,15.32,0.033956
324,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,13,Branch length estimation,0.59,0.014848
325,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,13,Dating,13.7,0.032676
326,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,14,Branch length estimation,0.63,0.015072
327,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,14,Dating,19.31,0.03112
328,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,15,Branch length estimation,0.6,0.014848
329,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,15,Dating,14.98,0.031648
330,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,16,Branch length estimation,0.69,0.014812
331,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,16,Dating,17.76,0.031392
332,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,17,Branch length estimation,0.57,0.014812
333,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,17,Dating,14.01,0.03138
334,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,18,Branch length estimation,0.58,0.014812
335,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,18,Dating,15.06,0.031912
336,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,19,Branch length estimation,0.58,0.014808
337,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,19,Dating,14.95,0.0347
338,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,20,Branch length estimation,0.6,0.01488
339,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,20,Dating,16.6,0.030924
340,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,21,Branch length estimation,0.71,0.014812
341,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,21,Dating,19.91,0.02956
342,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,22,Branch length estimation,0.6,0.014808
343,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,22,Dating,16.24,0.032704
344,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,23,Branch length estimation,0.58,0.014848
345,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,23,Dating,15.38,0.031188
346,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,24,Branch length estimation,0.65,0.014816
347,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,24,Dating,14.66,0.032968
348,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,25,Branch length estimation,0.68,0.014828
349,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,25,Dating,15.04,0.03244
350,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,26,Branch length estimation,0.73,0.014852
351,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,26,Dating,15.5,0.030924
352,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,27,Branch length estimation,0.62,0.014808
353,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,27,Dating,17.16,0.031384
354,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,28,Branch length estimation,0.59,0.014812
355,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,28,Dating,15.87,0.031716
356,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,29,Branch length estimation,0.62,0.014816
357,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,29,Dating,17.98,0.031056
358,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,30,Branch length estimation,0.56,0.014808
359,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,30,Dating,15.43,0.033444
360,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,31,Branch length estimation,0.73,0.014812
361,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,31,Dating,14.67,0.032172
362,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,32,Branch length estimation,0.6,0.014876
363,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,32,Dating,16.23,0.030128
364,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,33,Branch length estimation,0.57,0.014816
365,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,33,Dating,16.23,0.030688
366,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,34,Branch length estimation,0.63,0.014812
367,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,34,Dating,15.16,0.031448
368,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,35,Branch length estimation,0.56,0.015076
369,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,35,Dating,15.69,0.031176
370,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,36,Branch length estimation,0.62,0.014808
371,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,36,Dating,15.53,0.031376
372,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,37,Branch length estimation,0.53,0.014812
373,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,37,Dating,14.75,0.033728
374,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,38,Branch length estimation,0.68,0.01488
375,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,38,Dating,19.76,0.03052
376,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,39,Branch length estimation,0.6,0.014812
377,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,39,Dating,16.28,0.030648
378,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,40,Branch length estimation,0.75,0.014812
379,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,40,Dating,15.74,0.032636
380,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,41,Branch length estimation,0.69,0.014808
381,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,41,Dating,14.42,0.030924
382,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,42,Branch length estimation,0.77,0.015072
383,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,42,Dating,17.64,0.031392
384,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,43,Branch length estimation,0.74,0.014812
385,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,43,Dating,18.41,0.03086
386,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,44,Branch length estimation,0.65,0.014848
387,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,44,Dating,15.87,0.03222
388,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,45,Branch length estimation,0.63,0.014912
389,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,45,Dating,13.94,0.033956
390,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,46,Branch length estimation,0.63,0.01488
391,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,46,Dating,16.41,0.0307
392,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,47,Branch length estimation,0.76,0.014832
393,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,47,Dating,16.07,0.03112
394,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,48,Branch length estimation,0.57,0.014876
395,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,48,Dating,18.41,0.03274
396,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,49,Branch length estimation,0.61,0.014844
397,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,49,Dating,22.69,0.031068
398,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,50,Branch length estimation,0.68,0.015076
399,fasttree_genetrees_1600_non,50,TreePL+CASTLES-Pro,50,Dating,16.85,0.03244
400,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),1,Branch length estimation,510.74,11.613824
401,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),1,Dating,1.22,0.031408
402,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),2,Branch length estimation,998.49,12.325492
403,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),2,Dating,1.01,0.032204
404,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),3,Branch length estimation,292.23,7.22798
405,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),3,Dating,1.41,0.036296
406,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),4,Branch length estimation,985.33,11.17696
407,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),4,Dating,1.38,0.030348
408,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),5,Branch length estimation,907.26,11.261124
409,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),5,Dating,1.23,0.033236
410,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),6,Branch length estimation,245.92,7.916092
411,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),6,Dating,1.3,0.029608
412,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),7,Branch length estimation,439.5,7.50326
413,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),7,Dating,1.16,0.030872
414,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),8,Branch length estimation,408.5,5.214212
415,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),8,Dating,1.15,0.032712
416,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),9,Branch length estimation,1369.22,15.727552
417,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),9,Dating,1.37,0.029624
418,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),10,Branch length estimation,1824.82,13.751188
419,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),10,Dating,1.2,0.030924
420,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),11,Branch length estimation,775.94,13.26324
421,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),11,Dating,1.2,0.030676
422,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),12,Branch length estimation,775.84,10.557796
423,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),12,Dating,1.1,0.032444
424,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),13,Branch length estimation,1659.46,12.2425
425,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),13,Dating,1.06,0.03352
426,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),14,Branch length estimation,874.42,10.785048
427,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),14,Dating,1.16,0.030676
428,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),15,Branch length estimation,775.87,10.757276
429,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),15,Dating,1.55,0.029876
430,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),16,Branch length estimation,1406.16,13.367324
431,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),16,Dating,1.36,0.030876
432,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),17,Branch length estimation,459.59000000000003,6.480696
433,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),17,Dating,1.38,0.033528
434,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),18,Branch length estimation,2400.52,12.420648
435,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),18,Dating,1.13,0.030944
436,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),19,Branch length estimation,776.44,5.692796
437,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),19,Dating,1.13,0.030412
438,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),20,Branch length estimation,2062.27,11.535248
439,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),20,Dating,1.11,0.032468
440,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),21,Branch length estimation,1350.38,8.100732
441,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),21,Dating,1.73,0.031684
442,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),22,Branch length estimation,1323.51,7.790192
443,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),22,Dating,1.28,0.030392
444,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),23,Branch length estimation,1797.22,10.48182
445,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),23,Dating,1.4,0.032472
446,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),24,Branch length estimation,2377.97,12.721852
447,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),24,Dating,1.23,0.031476
448,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),25,Branch length estimation,524.62,6.924064
449,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),25,Dating,1.04,0.030412
450,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),26,Branch length estimation,1053.27,12.056156
451,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),26,Dating,1.19,0.032196
452,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),27,Branch length estimation,806.17,10.50464
453,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),27,Dating,1.43,0.03094
454,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),28,Branch length estimation,1207.51,13.13044
455,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),28,Dating,1.16,0.030148
456,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),29,Branch length estimation,913.26,10.638284
457,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),29,Dating,1.48,0.031928
458,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),30,Branch length estimation,570.63,9.133024
459,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),30,Dating,1.7,0.032468
460,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),31,Branch length estimation,937.16,10.590424
461,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),31,Dating,1.27,0.032188
462,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),32,Branch length estimation,433.68,6.707768
463,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),32,Dating,1.13,0.030152
464,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),33,Branch length estimation,1017.43,11.515892
465,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),33,Dating,1.81,0.032988
466,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),34,Branch length estimation,1101.72,10.253988
467,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),34,Dating,1.25,0.03398
468,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),35,Branch length estimation,1355.48,11.758208
469,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),35,Dating,1.32,0.033232
470,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),36,Branch length estimation,760.94,8.575628
471,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),36,Dating,1.66,0.030016
472,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),37,Branch length estimation,760.92,8.028164
473,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),37,Dating,1.31,0.03174
474,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),38,Branch length estimation,438.54,6.191704
475,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),38,Dating,2.07,0.029352
476,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),39,Branch length estimation,450.84,12.17754
477,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),39,Dating,1.2,0.034324
478,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),40,Branch length estimation,746.0,10.2725
479,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),40,Dating,1.36,0.0337
480,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),41,Branch length estimation,515.48,11.668576
481,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),41,Dating,1.47,0.030152
482,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),42,Branch length estimation,790.98,9.514968
483,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),42,Dating,1.29,0.030668
484,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),43,Branch length estimation,419.55,10.477732
485,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),43,Dating,1.14,0.02962
486,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),44,Branch length estimation,1715.13,16.223536
487,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),44,Dating,1.61,0.031672
488,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),45,Branch length estimation,318.58,4.528912
489,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),45,Dating,1.28,0.033192
490,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),46,Branch length estimation,405.33,10.891564
491,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),46,Dating,1.34,0.031464
492,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),47,Branch length estimation,1850.33,12.453012
493,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),47,Dating,1.08,0.033464
494,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),48,Branch length estimation,625.32,9.927472
495,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),48,Dating,1.03,0.03246
496,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),49,Branch length estimation,1446.07,11.682232
497,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),49,Dating,1.96,0.032724
498,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),50,Branch length estimation,976.82,13.042776
499,fasttree_genetrees_1600_non,1000,TreePL+Concat(RAxML),50,Dating,1.68,0.030928
500,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),1,Branch length estimation,306.82,5.963668
501,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),1,Dating,18.89,0.033156
502,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),2,Branch length estimation,618.19,6.377656
503,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),2,Dating,15.59,0.033232
504,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),3,Branch length estimation,381.88,3.83092
505,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),3,Dating,14.23,0.03244
506,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),4,Branch length estimation,678.33,5.621588
